Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Sales
41,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1.5815,Female,3,2,Sales Representative,4,Single,6745,8,Yes,11,3,1,0,8,0,1,6,4,0,5,121902
49,No,Travel_Frequently,Sales,8,1,Life Sciences,2.4557,Male,2,2,Sales Representative,2,Married,1206,1,Yes,23,4,4,1,10,3,3,10,7,1,7,293590
37,Yes,Travel_Rarely,Sales,2,2,Other,2.6554,Male,2,1,Sales Representative,3,Single,2600,6,No,15,3,2,0,7,3,3,0,0,0,0,168558
33,No,Travel_Frequently,Sales,3,4,Life Sciences,1.4159,Female,3,1,Sales Representative,3,Married,2567,1,Yes,11,3,3,0,8,3,3,8,7,3,0,103054
27,No,Travel_Rarely,Sales,2,1,Medical,1.8282,Male,3,1,Sales Representative,2,Married,4324,9,No,12,3,4,1,6,3,3,2,2,2,2,38243
32,No,Travel_Frequently,Sales,2,2,Life Sciences,3.6785,Male,3,1,Sales Representative,4,Single,1986,0,Yes,13,3,3,0,8,2,2,7,7,3,6,215056
59,No,Travel_Rarely,Sales,3,3,Medical,3.3174,Female,4,1,Sales Representative,1,Married,2180,4,Yes,20,4,1,3,12,3,2,1,0,0,0,97794
30,No,Travel_Rarely,Sales,24,1,Life Sciences,2.7278,Male,3,1,Sales Representative,3,Divorced,1805,1,No,22,4,2,1,1,2,3,1,0,0,0,231081
38,No,Travel_Frequently,Sales,23,3,Life Sciences,1.5701,Male,2,3,Sales Representative,3,Single,11549,0,Yes,21,4,2,0,10,2,3,9,7,1,8,149425
36,No,Travel_Rarely,Sales,27,3,Medical,2.7881,Male,3,2,Sales Representative,3,Married,1741,6,Yes,13,3,2,2,17,3,2,7,7,7,7,29152
35,No,Travel_Rarely,Sales,16,3,Medical,1.8569,Male,4,1,Sales Representative,2,Married,2585,0,No,13,3,3,1,6,5,3,5,4,0,3,81341
29,No,Travel_Rarely,Sales,15,2,Life Sciences,1.8034,Female,2,2,Sales Representative,3,Single,3191,0,Yes,12,3,4,0,10,3,3,9,5,0,8,98133
31,No,Travel_Rarely,Sales,26,1,Life Sciences,1.5796,Male,3,1,Sales Representative,3,Divorced,1989,1,Yes,17,3,4,1,5,1,2,5,2,4,3,175496
34,No,Travel_Rarely,Sales,19,2,Medical,3.4521,Male,3,1,Sales Representative,4,Divorced,2471,0,Yes,11,3,3,1,3,2,3,2,2,1,2,178899
28,Yes,Travel_Rarely,Sales,24,3,Life Sciences,1.2712,Male,2,1,Sales Representative,3,Single,2843,5,Yes,14,3,2,0,6,4,3,4,2,0,3,61039
29,No,Travel_Rarely,Sales,21,4,Life Sciences,1.4819,Female,4,3,Sales Representative,1,Divorced,9944,1,Yes,11,3,3,1,10,1,3,10,9,8,8,132776
32,No,Travel_Rarely,Sales,5,2,Life Sciences,3.4199,Male,4,1,Sales Representative,2,Divorced,3710,0,No,12,3,4,2,7,5,2,6,2,0,5,130462
22,No,Non-Travel,Sales,16,2,Medical,1.4779,Male,4,1,Sales Representative,4,Divorced,2221,1,Yes,13,3,2,2,1,2,2,1,0,0,0,50941
53,No,Travel_Rarely,Sales,2,4,Life Sciences,1.1375,Female,2,4,Sales Representative,4,Married,14454,2,Yes,16,3,3,0,31,3,3,25,8,3,7,46742
38,No,Travel_Rarely,Sales,2,3,Life Sciences,3.3404,Male,3,1,Sales Representative,4,Single,4064,5,Yes,11,3,3,0,6,3,3,3,2,1,2,159893
24,No,Non-Travel,Sales,11,2,Other,1.1486,Female,4,2,Sales Representative,3,Divorced,4036,0,Yes,18,3,4,1,5,5,2,4,2,1,3,79100
36,Yes,Travel_Rarely,Sales,9,4,Life Sciences,2.8766,Male,2,1,Sales Representative,1,Single,3346,7,Yes,23,4,2,0,10,4,3,5,3,0,3,68889
34,No,Travel_Rarely,Sales,7,4,Life Sciences,3.2485,Female,3,3,Sales Representative,2,Single,11873,0,No,11,3,3,0,13,4,3,12,6,2,11,163837
21,No,Travel_Rarely,Sales,15,2,Life Sciences,1.3316,Male,3,1,Sales Representative,4,Single,1971,1,Yes,14,3,4,0,0,6,3,0,0,0,0,270073
34,Yes,Travel_Rarely,Sales,6,1,Medical,1.7583,Male,3,1,Sales Representative,1,Single,3453,2,Yes,11,3,3,0,8,2,3,4,2,1,3,219769
53,No,Travel_Rarely,Sales,5,3,Other,2.4228,Female,3,5,Sales Representative,3,Divorced,19317,4,No,11,3,4,1,26,3,2,14,13,4,8,92127
32,Yes,Travel_Frequently,Sales,16,1,Life Sciences,1.1722,Female,1,1,Sales Representative,1,Single,3841,1,No,22,4,2,0,10,5,3,10,2,6,7,78072
42,No,Travel_Rarely,Sales,8,4,Marketing,3.1107,Male,3,2,Sales Representative,2,Married,7424,0,Yes,11,3,4,1,10,2,3,9,7,4,2,65165
44,No,Travel_Rarely,Sales,7,4,Medical,3.5292,Female,2,3,Sales Representative,4,Married,9809,3,Yes,14,3,4,1,24,4,3,22,6,5,17,63465
46,No,Travel_Rarely,Sales,2,4,Marketing,2.46,Female,3,5,Sales Representative,1,Single,19155,3,Yes,12,3,4,0,22,2,2,2,2,2,1,45922
33,No,Travel_Rarely,Sales,2,3,Medical,2.3605,Male,3,1,Sales Representative,4,Single,2198,4,Yes,11,3,4,0,7,3,3,1,1,0,0,33211
44,No,Travel_Rarely,Sales,10,4,Other,3.6047,Male,3,2,Sales Representative,4,Married,5882,2,Yes,13,3,4,0,9,5,4,4,2,1,3,71210
30,No,Travel_Rarely,Sales,9,2,Medical,1.5084,Male,2,1,Sales Representative,3,Single,1801,1,Yes,13,3,1,0,10,5,3,10,0,1,8,31795
39,Yes,Travel_Rarely,Sales,5,3,Technical Degree,1.0572,Male,3,2,Sales Representative,4,Married,1408,3,Yes,14,3,3,1,19,6,4,1,0,0,0,131324
24,Yes,Travel_Rarely,Sales,1,3,Medical,1.1917,Male,3,1,Sales Representative,4,Married,1798,2,Yes,16,3,1,1,6,2,2,2,0,2,0,165081
43,No,Travel_Rarely,Sales,2,2,Medical,1.3625,Female,4,1,Sales Representative,3,Divorced,2625,1,Yes,12,3,4,2,6,3,2,5,3,1,4,234621
50,Yes,Travel_Rarely,Sales,3,2,Marketing,3.1048,Male,2,1,Sales Representative,3,Married,4180,1,Yes,14,3,3,0,3,2,3,3,2,0,2,87851
35,No,Travel_Rarely,Sales,2,3,Marketing,2.5082,Female,3,1,Sales Representative,4,Married,1740,1,Yes,13,3,1,0,2,3,3,2,2,2,2,205263
36,No,Travel_Rarely,Sales,5,4,Life Sciences,2.6304,Female,2,1,Sales Representative,1,Married,3189,9,No,14,3,4,1,6,3,4,1,1,0,0,92513
33,No,Travel_Frequently,Sales,1,3,Life Sciences,1.4351,Female,4,2,Sales Representative,1,Married,4772,2,Yes,19,3,1,2,10,3,3,5,3,1,3,213041
35,No,Travel_Rarely,Sales,4,2,Other,1.2985,Male,3,1,Sales Representative,4,Divorced,1890,1,Yes,12,3,3,1,1,3,3,1,0,0,0,273876
27,No,Travel_Rarely,Sales,2,4,Life Sciences,1.4554,Female,3,1,Sales Representative,1,Divorced,2936,1,Yes,13,3,4,1,1,6,3,1,0,0,0,30650
26,Yes,Travel_Rarely,Sales,25,3,Life Sciences,1.1371,Male,1,1,Sales Representative,3,Single,2306,1,Yes,12,3,3,0,1,2,2,1,0,0,1,61250
27,No,Travel_Frequently,Sales,8,3,Life Sciences,1.8114,Male,3,3,Sales Representative,3,Single,8401,1,Yes,15,3,4,0,9,0,3,9,8,1,7,120764
30,No,Travel_Frequently,Sales,1,2,Medical,1.147,Female,3,2,Sales Representative,4,Single,2092,1,Yes,23,4,4,0,12,2,3,12,8,3,7,160830
41,Yes,Travel_Rarely,Sales,12,3,Technical Degree,2.8796,Female,3,5,Sales Representative,3,Married,12278,1,No,12,3,4,0,23,0,3,22,15,15,8,48705
34,No,Non-Travel,Sales,23,4,Marketing,3.0709,Male,3,2,Sales Representative,3,Single,4625,0,Yes,20,4,3,0,10,2,3,9,5,8,7,108493
37,No,Travel_Rarely,Sales,19,2,Life Sciences,2.2058,Male,3,1,Sales Representative,2,Married,3593,4,Yes,21,4,1,0,8,1,3,1,0,0,0,31836
46,No,Travel_Frequently,Sales,5,4,Marketing,2.1745,Male,3,2,Sales Representative,4,Single,6114,4,Yes,21,4,3,0,14,4,3,9,6,0,8,255085
35,No,Travel_Rarely,Sales,8,1,Life Sciences,1.6521,Male,4,1,Sales Representative,4,Married,2665,1,Yes,19,3,4,0,1,2,3,1,0,0,1,36007
48,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1.1968,Male,2,3,Sales Representative,3,Single,4917,9,Yes,13,3,4,0,23,2,3,1,0,0,0,156418
28,Yes,Travel_Rarely,Sales,5,4,Technical Degree,1.1118,Male,3,1,Sales Representative,3,Single,2844,1,Yes,13,3,3,0,2,3,2,2,2,2,2,140734
44,No,Travel_Rarely,Sales,1,5,Marketing,2.5866,Female,3,2,Sales Representative,1,Divorced,3778,5,Yes,21,4,3,1,9,2,2,4,3,1,3,106472
35,No,Non-Travel,Sales,11,2,Medical,1.644,Male,2,3,Sales Representative,1,Married,8462,2,No,13,3,3,1,10,3,3,4,0,2,3,178614
26,No,Travel_Rarely,Sales,23,3,Marketing,2.964,Female,2,2,Sales Representative,4,Married,2149,7,Yes,19,3,3,1,5,2,2,2,2,0,0,52313
33,No,Travel_Frequently,Sales,1,2,Life Sciences,1.7466,Female,3,3,Sales Representative,4,Single,15052,1,Yes,12,3,3,0,15,1,3,15,14,8,12,62243
35,No,Travel_Frequently,Sales,18,5,Life Sciences,1.901,Male,3,3,Sales Representative,1,Married,9256,1,Yes,22,4,4,1,9,3,2,9,8,1,8,225139
35,No,Travel_Rarely,Sales,23,4,Medical,2.1541,Female,3,1,Sales Representative,1,Married,3617,3,Yes,15,3,3,1,4,3,3,2,2,2,2,179178
31,No,Travel_Rarely,Sales,7,4,Life Sciences,1.8464,Male,3,2,Sales Representative,4,Divorced,3456,3,Yes,22,4,4,1,10,3,2,7,7,1,7,41940
37,No,Travel_Rarely,Sales,1,4,Life Sciences,3.2607,Male,2,2,Sales Representative,3,Divorced,6160,1,No,18,3,3,1,7,2,4,7,5,0,7,96529
32,No,Travel_Rarely,Sales,1,3,Medical,2.586,Male,3,2,Sales Representative,4,Married,4771,1,No,22,4,2,1,9,3,3,9,8,7,8,92418
38,No,Travel_Frequently,Sales,29,5,Life Sciences,3.8951,Female,3,2,Sales Representative,4,Single,2230,1,Yes,11,3,4,0,10,2,3,10,3,9,9,299122
50,No,Travel_Rarely,Sales,7,2,Medical,1.0454,Female,2,5,Sales Representative,3,Divorced,18816,5,No,12,3,4,1,29,2,2,27,3,13,8,36512
59,No,Travel_Rarely,Sales,25,3,Life Sciences,1.2276,Female,3,3,Sales Representative,1,Single,10289,7,Yes,11,3,4,0,28,3,2,21,16,7,9,108629
36,No,Travel_Rarely,Sales,8,3,Technical Degree,2.4965,Female,3,3,Sales Representative,3,Divorced,9787,1,Yes,13,3,2,3,17,2,3,17,14,12,8,289521
55,No,Travel_Rarely,Sales,8,3,Medical,1.8109,Female,3,4,Sales Representative,3,Divorced,15320,2,No,14,3,3,3,21,2,3,5,0,0,2,279985
36,No,Travel_Frequently,Sales,11,3,Life Sciences,1.7307,Male,2,2,Sales Representative,2,Single,7657,1,Yes,13,3,3,0,6,3,3,6,5,0,3,212430
45,No,Travel_Rarely,Sales,7,3,Life Sciences,1.7941,Male,3,3,Sales Representative,1,Divorced,9516,2,No,17,3,3,1,25,2,3,1,0,0,0,176431
35,No,Travel_Frequently,Sales,1,3,Medical,1.2317,Male,3,1,Sales Representative,1,Married,1816,4,No,13,3,4,1,5,2,2,3,2,1,2,192069
36,Yes,Travel_Rarely,Sales,9,3,Medical,2.4186,Male,2,1,Sales Representative,3,Married,4115,0,Yes,17,3,1,1,2,0,2,1,0,0,0,194214
59,No,Travel_Frequently,Sales,1,1,Life Sciences,2.091,Female,2,2,Sales Representative,3,Single,5993,7,Yes,11,3,4,0,20,2,2,4,3,1,3,100207
29,No,Travel_Rarely,Sales,2,3,Life Sciences,1.7046,Male,3,1,Sales Representative,2,Married,3580,0,No,23,4,4,1,6,3,3,5,4,0,4,160775
31,No,Travel_Rarely,Sales,1,4,Medical,1.3591,Male,3,1,Sales Representative,2,Single,2644,1,Yes,17,3,2,0,1,4,3,1,1,1,0,27921
32,No,Travel_Rarely,Sales,1,3,Life Sciences,3.3321,Male,3,2,Sales Representative,2,Married,6232,1,Yes,17,3,2,2,10,3,3,10,4,0,9,41830
36,No,Travel_Rarely,Sales,6,3,Life Sciences,3.5151,Female,4,1,Sales Representative,4,Married,2690,3,No,12,3,2,0,5,3,3,1,0,0,0,142379
31,No,Travel_Rarely,Sales,8,4,Life Sciences,1.7428,Female,3,2,Sales Representative,4,Single,2304,1,Yes,23,4,4,0,11,2,3,11,7,1,8,239540
35,No,Travel_Rarely,Sales,1,4,Marketing,1.8752,Male,2,2,Sales Representative,1,Single,4332,0,Yes,14,3,2,0,16,2,3,15,13,2,8,135098
45,No,Travel_Rarely,Sales,6,4,Other,3.2771,Male,3,3,Sales Representative,1,Married,16127,4,No,14,3,2,0,17,3,4,0,0,0,0,191973
37,No,Travel_Rarely,Sales,7,4,Medical,1.5931,Male,3,3,Sales Representative,3,Single,14711,4,Yes,13,3,1,0,16,3,4,5,2,0,2,80711
46,No,Travel_Rarely,Sales,5,2,Medical,2.5713,Male,3,2,Sales Representative,2,Divorced,6069,8,Yes,22,4,4,1,16,2,3,4,2,0,2,113371
30,No,Travel_Rarely,Sales,1,1,Life Sciences,2.4764,Male,2,2,Sales Representative,4,Married,3716,1,Yes,12,3,3,2,10,1,2,10,8,3,0,195355
35,No,Travel_Rarely,Sales,1,3,Medical,3.6682,Male,2,1,Sales Representative,3,Single,3557,1,Yes,18,3,1,0,6,3,3,6,4,0,4,288976
55,No,Travel_Rarely,Sales,1,2,Life Sciences,1.8161,Male,3,3,Sales Representative,4,Married,10370,3,No,14,3,4,1,24,4,3,1,0,1,0,31541
38,No,Non-Travel,Sales,6,3,Medical,3.036,Female,1,2,Sales Representative,4,Divorced,5241,7,No,12,3,4,3,17,3,3,13,11,1,9,246795
34,No,Travel_Rarely,Sales,1,2,Medical,1.5389,Male,3,2,Sales Representative,2,Married,4155,1,Yes,15,3,3,0,5,2,3,5,2,1,3,220479
56,No,Travel_Rarely,Sales,7,3,Life Sciences,1.5463,Male,1,3,Sales Representative,4,Single,7726,4,Yes,11,3,1,0,37,3,2,6,4,0,2,164859
23,No,Travel_Rarely,Sales,2,1,Technical Degree,1.8047,Male,3,1,Sales Representative,1,Divorced,1952,3,Yes,13,3,3,1,3,3,3,0,0,0,0,112546
51,No,Travel_Rarely,Sales,9,4,Life Sciences,2.4155,Male,3,1,Sales Representative,4,Married,1773,3,Yes,23,4,2,2,10,4,3,4,2,0,3,72570
30,No,Travel_Rarely,Sales,2,3,Life Sciences,2.1099,Male,2,2,Sales Representative,4,Married,4349,1,Yes,19,3,1,3,11,3,3,11,10,10,8,208905
46,Yes,Travel_Rarely,Sales,9,2,Medical,3.6737,Male,2,3,Sales Representative,4,Single,7613,1,No,16,3,4,0,9,3,3,9,8,4,7,275109
40,No,Travel_Frequently,Sales,1,4,Life Sciences,1.1298,Male,2,4,Sales Representative,2,Married,13170,1,No,22,4,4,1,22,3,2,22,3,11,11,92273
51,No,Travel_Rarely,Sales,21,4,Marketing,3.2082,Male,3,2,Sales Representative,4,Single,5438,0,Yes,22,4,4,0,11,2,1,10,7,1,0,75757
30,No,Travel_Rarely,Sales,4,2,Medical,2.8156,Female,2,2,Sales Representative,2,Divorced,5023,1,No,12,3,2,3,11,4,2,11,8,2,7,188090
46,No,Travel_Frequently,Sales,1,3,Medical,3.5767,Male,2,3,Sales Representative,1,Married,11064,2,Yes,13,3,3,1,21,5,2,10,9,9,5,134603
32,No,Travel_Rarely,Sales,6,4,Medical,3.1435,Male,3,2,Sales Representative,3,Single,4750,1,Yes,16,3,1,0,12,0,3,11,8,5,7,37118
54,No,Travel_Rarely,Sales,2,4,Technical Degree,2.7902,Female,3,3,Sales Representative,3,Married,13338,9,Yes,12,3,1,1,16,5,1,4,3,0,3,273245
24,No,Travel_Rarely,Sales,3,2,Other,2.116,Female,3,2,Sales Representative,3,Married,5012,0,Yes,21,4,1,1,4,2,2,3,2,0,2,161120
28,No,Non-Travel,Sales,4,3,Medical,3.3305,Male,3,2,Sales Representative,3,Married,3757,1,Yes,15,3,2,0,5,3,4,5,4,0,4,73412
58,No,Travel_Rarely,Sales,10,4,Medical,2.1118,Male,3,4,Sales Representative,3,Single,14319,0,Yes,13,3,3,0,38,1,2,37,10,1,8,97166
44,No,Non-Travel,Sales,23,3,Medical,3.7401,Male,3,2,Sales Representative,2,Married,1834,4,Yes,12,3,3,1,17,3,4,3,2,1,2,191009
37,Yes,Travel_Rarely,Sales,6,4,Human Resources,2.9618,Male,3,1,Sales Representative,1,Divorced,3014,4,Yes,22,4,4,0,7,3,3,3,2,0,2,230237
32,No,Travel_Rarely,Sales,1,1,Life Sciences,3.8958,Male,3,1,Sales Representative,1,Single,2616,1,Yes,13,3,4,0,1,2,3,1,0,0,0,276921
20,Yes,Travel_Frequently,Sales,6,3,Life Sciences,2.372,Female,2,1,Sales Representative,4,Single,4084,1,Yes,18,3,2,0,1,5,3,1,0,1,0,237195
34,No,Travel_Rarely,Sales,6,4,Other,3.027,Female,3,2,Sales Representative,3,Single,5301,1,Yes,14,3,3,0,16,3,3,16,13,2,10,121837
37,No,Non-Travel,Sales,2,2,Life Sciences,2.6055,Male,2,2,Sales Representative,4,Divorced,4867,5,Yes,14,3,4,1,17,2,4,1,0,0,0,284560
59,No,Non-Travel,Sales,2,4,Human Resources,2.2551,Female,2,5,Sales Representative,4,Married,19113,9,Yes,21,4,4,1,30,3,3,3,2,2,2,270970
50,No,Travel_Frequently,Sales,1,3,Life Sciences,2.9214,Female,3,5,Sales Representative,2,Married,18159,3,No,19,3,1,0,28,1,2,8,3,0,7,153613
25,Yes,Travel_Rarely,Sales,5,3,Marketing,1.2819,Male,2,2,Sales Representative,3,Single,6800,1,Yes,11,3,4,0,6,1,3,6,4,0,3,236064
25,No,Travel_Rarely,Sales,7,1,Medical,2.0821,Male,2,1,Sales Representative,4,Married,3990,1,Yes,11,3,3,2,2,2,3,2,2,2,1,221825
22,No,Travel_Rarely,Sales,15,3,Medical,2.7908,Female,3,1,Sales Representative,4,Single,1410,1,Yes,15,3,3,0,1,5,3,0,0,0,0,81904
51,No,Travel_Frequently,Sales,1,4,Medical,1.1347,Female,2,3,Sales Representative,1,Single,6612,3,Yes,20,4,3,0,23,1,2,13,12,12,8,285293
34,Yes,Travel_Frequently,Sales,7,3,Life Sciences,1.694,Male,1,2,Sales Representative,3,Single,2623,1,Yes,24,4,4,0,9,3,3,9,7,0,6,214973
54,No,Non-Travel,Sales,26,3,Human Resources,3.7662,Female,4,4,Sales Representative,4,Single,17579,2,Yes,12,3,3,0,23,3,3,5,3,4,4,89069
24,No,Travel_Rarely,Sales,18,1,Life Sciences,1.5454,Male,3,1,Sales Representative,3,Married,2078,0,No,12,3,3,1,6,2,3,5,3,1,2,291306
34,No,Travel_Rarely,Sales,6,4,Life Sciences,2.6258,Female,2,2,Sales Representative,2,Divorced,2611,6,Yes,15,3,3,1,12,3,3,1,0,0,0,206026
37,No,Travel_Rarely,Sales,3,3,Life Sciences,1.2717,Male,3,3,Sales Representative,4,Single,7432,2,Yes,12,3,1,0,12,3,3,5,3,1,3,298052
34,No,Travel_Rarely,Sales,5,3,Medical,2.1242,Female,2,3,Sales Representative,1,Single,10368,2,Yes,12,3,4,0,14,6,3,11,10,5,8,39632
36,No,Travel_Frequently,Sales,11,2,Technical Degree,2.2568,Female,3,3,Sales Representative,4,Married,12478,0,No,14,3,3,1,10,6,3,9,7,2,8,156756
36,No,Travel_Rarely,Sales,3,2,Life Sciences,1.4238,Female,3,1,Sales Representative,4,Divorced,2353,5,Yes,22,4,1,1,7,2,3,1,0,0,0,273517
43,No,Travel_Frequently,Sales,26,2,Life Sciences,1.1624,Male,3,4,Sales Representative,4,Married,16776,1,No,12,3,4,2,25,3,4,25,12,4,12,184272
30,No,Travel_Frequently,Sales,23,3,Life Sciences,2.7174,Male,1,1,Sales Representative,3,Divorced,2623,1,Yes,25,4,3,3,10,2,2,10,7,0,9,223282
33,No,Non-Travel,Sales,22,2,Marketing,1.1579,Male,3,2,Sales Representative,2,Married,4804,0,Yes,13,3,1,1,8,2,4,7,7,0,7,172526
56,Yes,Travel_Rarely,Sales,14,4,Life Sciences,3.5989,Female,3,1,Sales Representative,2,Married,3382,9,Yes,18,3,1,3,7,2,3,5,4,4,3,93607
51,No,Travel_Rarely,Sales,6,3,Life Sciences,2.6615,Male,3,5,Sales Representative,3,Single,16615,7,Yes,13,3,3,0,23,5,3,20,18,15,15,171329
31,Yes,Travel_Rarely,Sales,6,4,Life Sciences,3.8565,Male,1,2,Sales Representative,3,Married,8640,4,No,18,3,2,0,12,3,2,7,7,7,7,178406
26,No,Travel_Rarely,Sales,6,3,Other,2.5082,Female,2,1,Sales Representative,2,Married,2323,1,No,19,3,3,0,5,3,2,5,4,4,3,27968
58,Yes,Travel_Rarely,Sales,23,4,Medical,3.6212,Female,3,3,Sales Representative,4,Married,6501,1,Yes,12,3,4,1,40,3,2,40,10,15,6,198390
19,Yes,Travel_Rarely,Sales,22,1,Marketing,2.2293,Male,3,1,Sales Representative,3,Single,1515,1,No,19,3,4,0,0,2,2,0,0,0,0,188533
